granularmode,GranularSetting,GranularTotal,heading,servicetype,speedmph,spreaderstatus,vehicleid,xcoord,ycoord,reporttimeepoch
C,0,686138,88,In Transit,17,O,H93,-88.19382,41.88503,1643978133
C,0,76897,54,In Transit,22,O,H85,-88.17372,41.80772,1643978160
C,0,560046,328,In Transit,11,O,H70,-87.99837,41.80768,1643978162
M,0,30939,176,Idle,0,O,H74,-88.24192,41.9081,1643978162
C,0,239908,358,In Transit,6,O,H75,-88.02627,41.82807,1643978162
C,0,652004,268,In Transit,35,O,H60,-88.00635,41.75127,1643978163
C,0,1004646,0,Idle,0,O,H67,-88.03067,41.99453,1643978163
C,0,686138,76,In Transit,38,O,H93,-88.18993,41.8855,1643978163
C,0,76897,46,In Transit,22,O,H85,-88.17187,41.80903,1643978190
M,0,30939,322,In Transit,4,O,H74,-88.2421,41.9086,1643978191
C,0,239908,0,Idle,0,O,H75,-88.02608,41.82888,1643978192
C,0,652004,0,Idle,0,O,H60,-88.01235,41.75117,1643978193
C,0,686138,88,In Transit,31,O,H93,-88.18453,41.88575,1643978193
C,0,76897,78,Idle,0,O,H85,-88.1676,41.8108,1643978221
C,0,560046,76,In Transit,8,O,H70,-87.9983,41.80942,1643978222
M,0,30939,144,In Transit,4,O,H74,-88.24255,41.908,1643978222
C,0,686138,88,In Transit,33,O,H93,-88.17777,41.88577,1643978223
C,0,76897,84,In Transit,2,O,H85,-88.16757,41.8108,1643978251
C,0,560046,20,In Transit,13,O,H70,-87.99523,41.80972,1643978252
M,0,30939,4,In Transit,2,O,H74,-88.24198,41.908,1643978252
C,0,686143,88,In Transit,33,O,H93,-88.17367,41.88587,1643978254
C,0,76897,80,In Transit,24,O,H85,-88.16265,41.81078,1643978280
M,0,30939,6,Idle,0,O,H74,-88.24197,41.90817,1643978281
C,0,652004,268,In Transit,35,O,H60,-88.01682,41.7511,1643978284
C,0,686143,88,In Transit,40,O,H93,-88.16818,41.88597,1643978284
C,0,76897,62,In Transit,22,O,H85,-88.16027,41.81158,1643978310
C,0,686143,86,In Transit,42,O,H93,-88.16258,41.88612,1643978314
C,0,76897,74,In Transit,24,O,H85,-88.15627,41.81312,1643978340
C,0,560046,358,In Transit,6,O,H70,-87.9955,41.81668,1643978343
C,0,686143,74,In Transit,33,O,H93,-88.1563,41.88808,1643978344
C,0,76897,108,In Transit,29,O,H85,-88.15333,41.81272,1643978370
C,0,560052,18,In Transit,26,O,H70,-87.99543,41.81973,1643978372
C,0,652004,266,Idle,0,O,H60,-88.03415,41.75072,1643978373
C,0,686143,92,In Transit,13,O,H93,-88.15195,41.88807,1643978374
C,0,76897,86,Idle,0,O,H85,-88.15088,41.81202,1643978400
C,0,686143,164,In Transit,31,O,H93,-88.15005,41.88487,1643978406
C,0,76897,288,In Transit,29,O,H85,-88.15315,41.8128,1643978431
C,0,560052,358,In Transit,6,O,H70,-87.99095,41.82403,1643978432
C,0,686143,166,In Transit,33,O,H93,-88.14872,41.8809,1643978434
C,0,76897,264,In Transit,24,O,H85,-88.15607,41.8133,1643978461
M,0,30939,332,In Transit,8,O,H74,-88.24208,41.90863,1643978463
C,0,652004,264,In Transit,35,O,H60,-88.04398,41.75042,1643978464
C,0,686143,164,In Transit,24,O,H93,-88.14768,41.8779,1643978464
C,0,1004646,0,Idle,0,O,H67,-88.03072,41.99453,1643978465
C,0,76897,240,In Transit,29,O,H85,-88.16045,41.81168,1643978491
C,0,652004,266,In Transit,35,O,H60,-88.05012,41.7502,1643978493
M,0,30939,198,In Transit,2,O,H74,-88.2426,41.90865,1643978493
C,0,686143,166,In Transit,17,O,H93,-88.14657,41.87485,1643978493
C,0,76897,270,In Transit,29,O,H85,-88.1634,41.81092,1643978525
M,0,30939,174,In Transit,4,O,H74,-88.24258,41.90828,1643978526
C,0,560052,358,Idle,0,O,H70,-87.99123,41.83108,1643978527
C,0,686143,162,In Transit,31,O,H93,-88.14592,41.87307,1643978528
C,0,76897,306,Idle,0,O,H85,-88.16717,41.81112,1643978550
C,0,560052,58,In Transit,8,O,H70,-87.99108,41.83133,1643978552
M,0,30939,0,In Transit,2,O,H74,-88.24197,41.908,1643978552
C,0,652004,268,In Transit,35,O,H60,-88.05468,41.75012,1643978553
C,0,686144,166,In Transit,26,O,H93,-88.14438,41.86908,1643978554
M,0,30939,4,Idle,0,O,H74,-88.24195,41.90815,1643978582
C,0,652004,268,In Transit,33,O,H60,-88.06043,41.75,1643978583
C,0,76897,344,In Transit,24,O,H85,-88.16772,41.81322,1643978611
C,0,652004,268,Idle,0,O,H60,-88.06355,41.74983,1643978612
C,0,686144,262,In Transit,2,O,H93,-88.14423,41.8655,1643978614
C,0,76897,356,In Transit,22,O,H85,-88.16812,41.81517,1643978640
M,0,30939,8,In Transit,4,O,H74,-88.24197,41.90802,1643978641
C,0,652004,208,In Transit,11,O,H60,-88.06395,41.74972,1643978642
M,0,30939,170,In Transit,6,O,H74,-88.24208,41.9085,1643978671
C,0,76897,82,In Transit,8,O,H85,-88.16798,41.81645,1643978671
C,0,560052,160,In Transit,6,O,H70,-87.97195,41.83143,1643978673
C,0,686144,0,Idle,0,O,H93,-88.14467,41.86552,1643978674
C,0,76897,108,In Transit,22,O,H85,-88.16605,41.81603,1643978701
M,0,30939,186,Idle,0,O,H74,-88.24203,41.90813,1643978702
C,0,76897,108,In Transit,24,O,H85,-88.16052,41.8146,1643978730
C,0,76897,150,In Transit,20,O,H85,-88.15862,41.81355,1643978761
C,0,1004646,0,Idle,0,O,H67,-88.03063,41.99455,1643978763
C,0,76897,172,In Transit,26,O,H85,-88.15715,41.8111,1643978791
C,0,586905,86,In Transit,38,O,H62,-88.15725,41.98797,1643978814
C,0,76897,178,In Transit,29,O,H85,-88.1571,41.80875,1643978821
C,0,686144,0,Idle,0,O,H93,-88.1447,41.86553,1643978823
C,0,76897,150,In Transit,26,O,H85,-88.15668,41.80437,1643978851
C,0,586905,108,In Transit,26,O,H62,-88.15167,41.988,1643978853
C,0,586905,126,Idle,0,O,H62,-88.1478,41.98615,1643978881
C,0,76897,158,In Transit,22,O,H85,-88.15505,41.80267,1643978881
M,0,30939,10,In Transit,4,O,H74,-88.24193,41.90795,1643978882
C,0,560052,174,In Transit,6,O,H70,-87.97505,41.81183,1643978883
C,0,586905,124,In Transit,6,O,H62,-88.14772,41.9861,1643978910
M,0,30939,198,Idle,0,O,H74,-88.24193,41.90817,1643978911
C,0,76897,252,In Transit,6,O,H85,-88.15492,41.8014,1643978911
C,0,560052,224,In Transit,6,O,H70,-87.97532,41.81105,1643978912
C,0,586905,180,In Transit,22,O,H62,-88.14755,41.98562,1643978940
C,0,76897,266,In Transit,24,O,H85,-88.15975,41.80127,1643978940
C,0,560052,306,In Transit,6,O,H70,-87.97585,41.81108,1643978942
C,0,586905,180,In Transit,42,O,H62,-88.15018,41.98187,1643978971
C,0,76897,292,In Transit,2,O,H85,-88.1605,41.80128,1643978971
C,0,686144,0,Idle,0,O,H93,-88.14472,41.86553,1643978973
C,0,586905,178,Idle,0,O,H62,-88.15035,41.97392,1643979001
C,0,76897,276,In Transit,24,O,H85,-88.16588,41.80158,1643979001
C,0,652004,0,Idle,0,O,H60,-88.06472,41.74092,1643979002
C,0,586905,172,In Transit,6,O,H62,-88.15033,41.97387,1643979031
C,0,76897,284,Idle,0,O,H85,-88.16702,41.80172,1643979031
C,0,652004,90,In Transit,6,O,H60,-88.06435,41.7416,1643979032
C,0,686144,214,In Transit,4,O,H93,-88.1462,41.86525,1643979033
C,0,586905,180,In Transit,46,O,H62,-88.15168,41.96995,1643979061
C,0,76897,278,In Transit,6,O,H85,-88.16707,41.80173,1643979061
M,0,30939,346,In Transit,2,O,H74,-88.24187,41.90857,1643979064
C,0,1004646,0,Idle,0,O,H67,-88.03058,41.99455,1643979065
M,0,686144,0,Idle,0,O,H93,-88.146,41.86465,1643979066
C,0,586905,180,In Transit,46,O,H62,-88.1517,41.964,1643979091
C,0,76897,278,In Transit,26,O,H85,-88.16943,41.80198,1643979091
C,0,560052,14,In Transit,31,O,H70,-87.97155,41.8254,1643979092
M,0,30939,308,Idle,0,O,H74,-88.24217,41.90868,1643979092
C,0,686144,0,Idle,0,O,H93,-88.1459,41.86465,1643979094
C,0,586905,176,In Transit,42,O,H62,-88.15177,41.95853,1643979121
C,0,76897,318,In Transit,31,O,H85,-88.17487,41.8041,1643979121
C,0,586905,186,In Transit,38,O,H62,-88.1501,41.95368,1643979151
C,0,76897,288,In Transit,29,O,H85,-88.17778,41.80528,1643979152
C,0,76897,252,In Transit,29,O,H85,-88.18442,41.8049,1643979181
C,0,586905,108,In Transit,13,O,H62,-88.15002,41.95183,1643979182
C,0,586905,86,In Transit,42,O,H62,-88.1446,41.95188,1643979211
C,0,76897,240,In Transit,20,O,H85,-88.18813,41.80203,1643979211
M,0,30939,192,In Transit,2,O,H74,-88.24257,41.90862,1643979213
C,0,586905,84,In Transit,44,O,H62,-88.13775,41.95237,1643979241
C,0,76897,354,In Transit,6,O,H85,-88.1888,41.802,1643979241
M,0,30939,146,In Transit,2,O,H74,-88.24192,41.90785,1643979242
C,0,595669,18,In Transit,11,O,H69,-88.06447,41.74102,1643979243
C,0,586905,86,In Transit,44,O,H62,-88.13023,41.95275,1643979271
C,0,652004,52,In Transit,8,O,H60,-88.06383,41.74205,1643979272
M,0,30939,90,In Transit,8,O,H74,-88.24062,41.90763,1643979272
C,0,76897,2,In Transit,29,O,H85,-88.18865,41.80378,1643979274
C,0,586905,86,In Transit,38,O,H62,-88.12362,41.95293,1643979301
C,0,76897,92,In Transit,13,O,H85,-88.18807,41.80685,1643979301
C,0,652004,0,Idle,0,O,H60,-88.06278,41.74238,1643979302
C,0,560056,358,In Transit,29,O,H70,-87.97208,41.83978,1643979302
M,0,30939,84,In Transit,11,O,H74,-88.23925,41.90763,1643979302
C,0,595669,0,Idle,0,O,H69,-88.06278,41.74258,1643979303
C,0,586905,88,Idle,0,O,H62,-88.12197,41.95297,1643979331
C,0,76897,86,In Transit,29,O,H85,-88.18555,41.80673,1643979331
M,0,30939,90,In Transit,2,O,H74,-88.23835,41.90763,1643979332
C,0,239908,102,Idle,0,O,H75,-88.02558,41.8288,1643979332
C,0,560057,358,In Transit,24,O,H70,-87.97218,41.84445,1643979333
C,0,76897,88,In Transit,22,O,H85,-88.17948,41.80742,1643979360
C,0,586905,148,In Transit,13,O,H62,-88.12055,41.95292,1643979361
M,0,30939,358,In Transit,31,O,H74,-88.23815,41.91,1643979362
C,0,595669,342,In Transit,35,O,H69,-88.06307,41.74822,1643979363
C,0,239908,100,In Transit,2,O,H75,-88.02552,41.82878,1643979363
C,0,652004,358,In Transit,33,O,H60,-88.06267,41.74627,1643979364
C,0,1004646,0,Idle,0,O,H67,-88.03063,41.99457,1643979364
C,0,560057,358,Idle,0,O,H70,-87.97225,41.8459,1643979364
C,0,586905,188,Idle,0,O,H62,-88.12065,41.95087,1643979391
C,0,76897,28,In Transit,22,O,H85,-88.17772,41.80903,1643979391
M,0,30939,0,In Transit,31,O,H74,-88.2381,41.91268,1643979392
C,0,652004,336,In Transit,35,O,H60,-88.06375,41.74952,1643979393
C,0,595669,346,In Transit,35,O,H69,-88.06423,41.75067,1643979393
C,0,239908,166,In Transit,2,O,H75,-88.0255,41.8284,1643979393
C,0,586905,180,In Transit,6,O,H62,-88.12063,41.95082,1643979421
C,0,76897,6,In Transit,8,O,H85,-88.17502,41.8116,1643979421
M,0,30939,0,In Transit,31,O,H74,-88.23803,41.91808,1643979422
C,0,76897,272,In Transit,17,O,H85,-88.17695,41.8117,1643979452
C,0,652004,356,In Transit,17,O,H60,-88.06502,41.75958,1643979453
C,0,586905,178,In Transit,38,O,H62,-88.12062,41.94737,1643979453
C,0,595669,356,Idle,0,O,H69,-88.06507,41.76005,1643979453
C,0,239908,182,In Transit,31,O,H75,-88.02515,41.82297,1643979453
M,0,30939,358,Idle,0,O,H74,-88.23807,41.91955,1643979454
C,0,586905,166,In Transit,40,O,H62,-88.1194,41.9424,1643979481
C,0,76897,222,In Transit,2,O,H85,-88.17813,41.81063,1643979481
C,0,652004,354,In Transit,6,O,H60,-88.06505,41.76002,1643979482
C,0,560057,0,Idle,0,O,H70,-87.97245,41.85093,1643979482
M,0,30939,308,In Transit,17,O,H74,-88.23817,41.92015,1643979482
C,0,586905,180,In Transit,31,O,H62,-88.11878,41.93762,1643979511
C,0,76897,222,Idle,0,O,H85,-88.17813,41.8106,1643979511
C,0,652004,342,In Transit,35,O,H60,-88.0668,41.76478,1643979512
M,0,30939,280,In Transit,38,O,H74,-88.24572,41.9212,1643979512
C,0,239908,192,In Transit,26,O,H75,-88.0293,41.81855,1643979512
C,0,595669,340,In Transit,35,O,H69,-88.06685,41.76482,1643979513
C,0,586905,196,In Transit,38,O,H62,-88.11968,41.93277,1643979541
C,0,76897,194,In Transit,2,O,H85,-88.17807,41.81095,1643979541
C,0,652004,340,In Transit,35,O,H60,-88.06783,41.76702,1643979542
M,0,30939,272,In Transit,40,O,H74,-88.25,41.92153,1643979542
C,0,595669,340,In Transit,35,O,H69,-88.06798,41.7673,1643979543
C,0,586905,182,In Transit,35,O,H62,-88.12063,41.92883,1643979571
C,0,76897,178,Idle,0,O,H85,-88.17807,41.81092,1643979571
C,0,652004,344,In Transit,35,O,H60,-88.07067,41.77482,1643979572
M,0,30939,274,In Transit,2,O,H74,-88.25402,41.92148,1643979572
C,0,239908,242,In Transit,33,O,H75,-88.0337,41.81172,1643979572
C,0,595669,346,In Transit,35,O,H69,-88.07087,41.7754,1643979573
C,0,586905,178,In Transit,22,O,H62,-88.12065,41.92477,1643979601
C,0,652004,346,In Transit,35,O,H60,-88.07145,41.77713,1643979602
M,0,30939,268,In Transit,31,O,H74,-88.25635,41.92143,1643979602
C,0,595669,344,In Transit,33,O,H69,-88.07143,41.7771,1643979603
C,0,586905,178,In Transit,44,O,H62,-88.12065,41.92035,1643979631
M,0,30939,268,Idle,0,O,H74,-88.26187,41.92132,1643979631
C,0,430700,20,In Transit,6,O,H78,-87.98948,41.9486,1643979631
C,0,239908,248,In Transit,15,O,H75,-88.03883,41.80723,1643979632
C,0,430700,96,Idle,0,O,H78,-87.98887,41.94917,1643979661
C,0,586905,178,In Transit,44,O,H62,-88.12067,41.9147,1643979662
C,0,560057,354,Idle,0,O,H70,-87.97293,41.85953,1643979662
C,0,1004646,0,Idle,0,O,H67,-88.0306,41.99457,1643979663
C,0,586905,178,In Transit,42,O,H62,-88.12067,41.90922,1643979691
C,0,430700,152,In Transit,6,O,H78,-87.98877,41.9491,1643979691
C,0,560057,356,Idle,0,O,H70,-87.97298,41.86015,1643979693
M,0,30939,212,In Transit,15,O,H74,-88.26258,41.92118,1643979693
C,0,239908,278,In Transit,31,O,H75,-88.04835,41.80765,1643979693
C,0,586905,180,In Transit,22,O,H62,-88.12072,41.90538,1643979721
C,0,430700,180,In Transit,31,O,H78,-87.9887,41.94618,1643979721
C,0,652004,356,In Transit,33,O,H60,-88.07733,41.79922,1643979723
M,0,30939,180,In Transit,31,O,H74,-88.26262,41.91897,1643979723
C,0,595669,356,In Transit,35,O,H69,-88.07733,41.79918,1643979724
C,0,430700,178,In Transit,33,O,H78,-87.9887,41.94195,1643979751
M,0,30939,178,In Transit,24,O,H74,-88.26253,41.91398,1643979759
C,0,652004,356,In Transit,35,O,H60,-88.07742,41.80023,1643979760
C,0,239908,272,In Transit,33,O,H75,-88.05855,41.80808,1643979760
C,0,586905,178,In Transit,31,O,H62,-88.12068,41.90317,1643979767
C,0,586905,182,In Transit,26,O,H62,-88.12067,41.89948,1643979781
C,0,430700,178,In Transit,29,O,H78,-87.98873,41.93793,1643979781
C,0,652004,26,Idle,0,O,H60,-88.07627,41.80742,1643979783
C,0,595669,24,Idle,0,O,H69,-88.07618,41.8075,1643979783
M,0,30939,276,In Transit,22,O,H74,-88.26502,41.91353,1643979783
C,0,430700,178,In Transit,29,O,H78,-87.98872,41.93438,1643979811
C,0,586905,178,In Transit,40,O,H62,-88.12173,41.8952,1643979812
C,0,560057,300,In Transit,11,O,H70,-87.97317,41.8606,1643979812
C,0,239908,270,In Transit,33,O,H75,-88.07015,41.8087,1643979812
M,0,30939,274,In Transit,24,O,H74,-88.2676,41.91375,1643979813
C,0,586905,182,Idle,0,O,H62,-88.12158,41.88825,1643979841
C,0,430700,188,Idle,0,O,H78,-87.98868,41.93215,1643979841
C,0,560057,266,Idle,0,O,H70,-87.97522,41.86053,1643979842
M,0,30939,258,In Transit,22,O,H74,-88.27323,41.91335,1643979842
M,0,30939,274,In Transit,17,O,H74,-88.27477,41.91335,1643979872
C,0,239908,268,In Transit,40,O,H75,-88.08143,41.80852,1643979872
C,0,652004,320,In Transit,13,O,H60,-88.07613,41.80795,1643979873
C,0,595669,320,In Transit,13,O,H69,-88.07612,41.80788,1643979873
C,0,586905,184,In Transit,8,O,H62,-88.12158,41.8882,1643979901
C,0,430700,124,In Transit,11,O,H78,-87.98848,41.93082,1643979901
C,0,652004,268,In Transit,42,O,H60,-88.08118,41.8085,1643979903
C,0,595669,268,In Transit,42,O,H69,-88.08147,41.80852,1643979903
M,0,30939,278,Idle,0,O,H74,-88.27665,41.9135,1643979903
C,0,239908,266,In Transit,35,O,H75,-88.08578,41.8084,1643979903
C,0,586905,178,In Transit,35,O,H62,-88.12153,41.88465,1643979931
C,0,239908,268,In Transit,24,O,H75,-88.09287,41.80823,1643979932
C,0,430700,346,Idle,0,O,H78,-87.98812,41.93042,1643979932
C,0,586905,232,In Transit,11,O,H62,-88.12093,41.87908,1643979961
C,0,560057,268,Idle,0,O,H70,-87.99078,41.8606,1643979962
M,0,30939,344,In Transit,11,O,H74,-88.27678,41.91358,1643979962
C,0,652004,268,In Transit,26,O,H60,-88.0937,41.80818,1643979963
C,0,1004646,0,Idle,0,O,H67,-88.03062,41.99453,1643979964
C,0,595669,268,In Transit,20,O,H69,-88.09352,41.80818,1643979964
C,0,586905,260,In Transit,29,O,H62,-88.12508,41.87872,1643979992
C,0,239908,278,In Transit,40,O,H75,-88.104,41.80853,1643979992
C,0,652004,272,In Transit,6,O,H60,-88.09852,41.80812,1643979993
C,0,595669,270,In Transit,6,O,H69,-88.09862,41.80812,1643979993
M,0,30939,6,In Transit,33,O,H74,-88.276,41.91827,1643979993
C,0,652004,278,In Transit,40,O,H60,-88.10328,41.80843,1643980023
C,0,586905,256,In Transit,35,O,H62,-88.13052,41.87802,1643980023
C,0,595669,278,In Transit,40,O,H69,-88.10365,41.80847,1643980023
M,0,30939,6,Idle,0,O,H74,-88.27543,41.9211,1643980023
C,0,586905,254,Idle,0,O,H62,-88.13577,41.87702,1643980051
C,0,239908,272,In Transit,29,O,H75,-88.11623,41.80898,1643980052
C,0,586905,258,In Transit,6,O,H62,-88.1359,41.87702,1643980081
C,0,652004,276,In Transit,17,O,H60,-88.11678,41.80905,1643980082
M,0,30939,60,In Transit,11,O,H74,-88.27538,41.92117,1643980082
C,0,239908,22,In Transit,29,O,H75,-88.1157,41.81132,1643980082
C,0,595669,300,In Transit,11,O,H69,-88.1169,41.80907,1643980083
C,0,586905,254,In Transit,31,O,H62,-88.14028,41.8762,1643980111
M,0,30939,96,In Transit,2,O,H74,-88.27303,41.92127,1643980112
C,0,652004,24,In Transit,35,O,H60,-88.11567,41.81148,1643980113
C,0,595669,24,In Transit,35,O,H69,-88.11598,41.81093,1643980113
C,0,586905,236,In Transit,24,O,H62,-88.14547,41.87422,1643980141
M,0,30939,92,In Transit,33,O,H74,-88.26678,41.92115,1643980141
C,0,239908,0,Idle,0,O,H75,-88.1121,41.81703,1643980142
C,0,652004,24,In Transit,40,O,H60,-88.11403,41.81418,1643980143
C,0,595669,26,In Transit,35,O,H69,-88.11278,41.81612,1643980143
C,0,586905,242,Idle,0,O,H62,-88.14598,41.874,1643980171
M,0,30939,88,Idle,0,O,H74,-88.26312,41.9211,1643980172
C,0,652004,28,In Transit,35,O,H60,-88.11165,41.8177,1643980173
C,0,595669,26,In Transit,35,O,H69,-88.1106,41.8191,1643980173
C,0,239908,28,In Transit,29,O,H75,-88.11093,41.81852,1643980173
C,0,239908,16,In Transit,42,O,H75,-88.10897,41.82202,1643980202
M,0,30939,88,In Transit,35,O,H74,-88.26037,41.92117,1643980203
C,0,586905,178,In Transit,17,O,H62,-88.14613,41.87378,1643980232
M,0,30939,88,In Transit,38,O,H74,-88.25613,41.92125,1643980233
C,0,239908,24,In Transit,40,O,H75,-88.10567,41.8281,1643980233
C,0,586905,166,In Transit,44,O,H62,-88.14443,41.86923,1643980262
C,0,239908,16,Idle,0,O,H75,-88.10302,41.83258,1643980264
C,0,652004,22,Idle,0,O,H60,-88.10297,41.83273,1643980265
C,0,1004646,0,Idle,0,O,H67,-88.03067,41.99457,1643980265
C,0,595669,0,Idle,0,O,H69,-88.10288,41.83282,1643980265
M,0,30939,96,In Transit,40,O,H74,-88.2475,41.92122,1643980265
C,0,586905,224,In Transit,11,O,H62,-88.1434,41.86552,1643980292
M,0,30939,100,In Transit,40,O,H74,-88.24317,41.92063,1643980292
C,0,586905,264,Idle,0,O,H62,-88.14463,41.86552,1643980321
M,0,30939,158,In Transit,11,O,H74,-88.23817,41.91973,1643980322
C,0,430700,304,In Transit,6,O,H78,-87.98852,41.93082,1643980322
C,0,652004,250,In Transit,11,O,H60,-88.10392,41.83343,1643980323
C,0,239908,24,In Transit,2,O,H75,-88.10295,41.83272,1643980323
C,0,560057,268,Idle,0,O,H70,-88.04027,41.85962,1643980352
C,0,430700,0,In Transit,22,O,H78,-87.98858,41.93197,1643980352
C,0,652004,132,In Transit,8,O,H60,-88.10447,41.8323,1643980353
C,0,595669,0,In Transit,35,O,H69,-88.10168,41.83668,1643980353
M,0,30939,180,In Transit,31,O,H74,-88.23805,41.91467,1643980353
C,0,239908,0,In Transit,38,O,H75,-88.10162,41.83715,1643980353
M,0,30939,180,In Transit,33,O,H74,-88.23808,41.912,1643980382
C,0,430700,358,In Transit,31,O,H78,-87.98863,41.93555,1643980382
C,0,239908,0,In Transit,35,O,H75,-88.10167,41.84698,1643980412
C,0,652004,204,Idle,0,O,H60,-88.10402,41.83133,1643980413
M,0,30939,180,In Transit,29,O,H74,-88.23815,41.90653,1643980413
C,0,430700,358,In Transit,35,O,H78,-87.98862,41.9399,1643980413
C,0,430700,358,In Transit,33,O,H78,-87.9886,41.94437,1643980442
M,0,30939,180,In Transit,26,O,H74,-88.23818,41.90413,1643980444
C,0,430700,358,In Transit,33,O,H78,-87.9886,41.94878,1643980471
C,0,239908,354,In Transit,33,O,H75,-88.10228,41.85642,1643980472
M,0,30939,182,In Transit,17,O,H74,-88.23827,41.9004,1643980473
C,0,595669,356,In Transit,35,O,H69,-88.10218,41.85592,1643980474
C,0,586905,242,In Transit,6,O,H62,-88.14473,41.86552,1643980501
C,0,430700,354,In Transit,26,O,H78,-87.98887,41.9523,1643980501
M,0,30939,232,In Transit,8,O,H74,-88.23835,41.89958,1643980502
C,0,652004,200,In Transit,38,O,H60,-88.10783,41.82477,1643980503
C,0,586905,242,In Transit,8,O,H62,-88.14657,41.86605,1643980532
C,0,430700,354,In Transit,29,O,H78,-87.98928,41.95605,1643980532
C,0,595669,286,In Transit,17,O,H69,-88.10277,41.85885,1643980533
M,0,30939,218,In Transit,15,O,H74,-88.24315,41.89935,1643980533
C,0,239908,268,In Transit,17,O,H75,-88.10292,41.85883,1643980533
C,0,430700,354,In Transit,24,O,H78,-87.98957,41.95858,1643980561
M,0,30939,180,In Transit,33,O,H74,-88.24315,41.89453,1643980562
C,0,1004646,0,Idle,0,O,H67,-88.03065,41.99453,1643980563
C,0,595669,268,In Transit,35,O,H69,-88.10937,41.85875,1643980563
C,0,586905,128,In Transit,6,O,H62,-88.14708,41.86545,1643980566
C,0,586905,104,Idle,0,O,H62,-88.14605,41.8651,1643980591
C,0,430700,352,In Transit,11,O,H78,-87.98982,41.96143,1643980591
C,0,560057,270,In Transit,6,O,H70,-88.06527,41.8594,1643980592
M,0,30939,180,In Transit,33,O,H74,-88.24318,41.89177,1643980592
C,0,239908,282,Idle,0,O,H75,-88.111,41.85875,1643980592
C,0,652004,204,In Transit,33,O,H60,-88.1154,41.81212,1643980593
C,0,430700,22,Idle,0,O,H78,-87.99023,41.96493,1643980621
M,0,30939,190,In Transit,33,O,H74,-88.2433,41.88588,1643980622
C,0,239908,270,In Transit,31,O,H75,-88.11327,41.8587,1643980652
C,0,595669,268,In Transit,38,O,H69,-88.1161,41.85868,1643980653
M,0,30939,184,In Transit,29,O,H74,-88.24427,41.88308,1643980654
C,0,239908,268,In Transit,44,O,H75,-88.12203,41.85857,1643980682
M,0,30939,176,Idle,0,O,H74,-88.24428,41.87922,1643980683
C,0,31,0,Idle,0,O,H98,-88.14537,41.86507,1643980705
C,0,430700,292,In Transit,15,O,H78,-87.99048,41.96543,1643980711
C,0,239908,270,In Transit,40,O,H75,-88.1268,41.85848,1643980712
C,0,652004,88,In Transit,17,O,H60,-88.11678,41.80885,1643980713
C,0,595669,266,In Transit,35,O,H69,-88.13092,41.85838,1643980713
C,0,239908,266,In Transit,33,O,H75,-88.13408,41.85825,1643980743
C,0,430700,338,In Transit,8,O,H78,-87.99645,41.96635,1643980743
C,0,652004,90,In Transit,35,O,H60,-88.11117,41.80872,1643980744
M,0,30939,186,In Transit,2,O,H74,-88.24428,41.87922,1643980773
C,0,430700,286,In Transit,6,O,H78,-87.99678,41.9672,1643980776
C,0,239908,0,In Transit,15,O,H75,-88.1425,41.85813,1643980802
C,0,430700,266,Idle,0,O,H78,-87.99707,41.96725,1643980802
M,0,30939,104,In Transit,38,O,H74,-88.24082,41.87817,1643980804
M,0,30939,110,In Transit,38,O,H74,-88.23668,41.87732,1643980834
C,0,595669,346,In Transit,6,O,H69,-88.14273,41.8638,1643980862
C,0,239908,348,In Transit,26,O,H75,-88.14288,41.86452,1643980862
M,0,30939,120,In Transit,33,O,H74,-88.23053,41.87432,1643980863
C,0,1004646,0,Idle,0,O,H67,-88.03068,41.99457,1643980864
C,0,652004,86,In Transit,35,O,H60,-88.08107,41.80842,1643980893
M,0,30939,110,In Transit,29,O,H74,-88.22728,41.87327,1643980893
C,0,239908,352,Idle,0,O,H75,-88.14332,41.86603,1643980898
C,0,595669,0,Idle,0,O,H69,-88.14592,41.86558,1643980922
C,0,239908,264,In Transit,17,O,H75,-88.14382,41.8661,1643980922
M,0,30939,130,In Transit,40,O,H74,-88.2205,41.86978,1643980925
M,0,30939,116,In Transit,38,O,H74,-88.21707,41.86785,1643980953
C,0,239908,92,Idle,0,O,H75,-88.14463,41.86552,1643980953
C,0,652004,206,In Transit,13,O,H60,-88.07643,41.80747,1643980954
M,0,30939,104,In Transit,33,O,H74,-88.20948,41.86673,1643980988
C,0,652004,176,In Transit,35,O,H60,-88.0776,41.80135,1643980990
C,0,239908,0,Idle,0,O,H75,-88.14467,41.86552,1643981012
M,0,30939,110,Idle,0,O,H74,-88.2058,41.86568,1643981013
C,0,652004,176,Idle,0,O,H60,-88.0775,41.80022,1643981014
C,0,652004,176,In Transit,35,O,H60,-88.07715,41.79568,1643981073
C,0,560057,328,In Transit,11,O,H70,-88.14253,41.85782,1643981102
M,0,30939,110,In Transit,22,O,H74,-88.204,41.86512,1643981102
C,0,652004,152,In Transit,33,O,H60,-88.07603,41.79277,1643981104
M,0,30939,112,In Transit,29,O,H74,-88.20123,41.86425,1643981133
C,0,652004,168,In Transit,35,O,H60,-88.07385,41.78465,1643981163
C,0,1004646,0,Idle,0,O,H67,-88.03067,41.99453,1643981163
M,0,30939,112,In Transit,31,O,H74,-88.19575,41.86242,1643981163
C,0,239908,234,In Transit,2,O,H75,-88.14485,41.86547,1643981192
